ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
2586,Lee Joong-keun,1.1,South Korea,"construction, real estate",2524,80,"Seoul, South Korea",South Korea,Married,4,"Doctorate, Korea University",True,1945-01-01
2587,Manfredi Lefebvre d'Ovidio,1.1,Italy,cruises,2524,68,"Monte Carlo, Monaco",Italy,Divorced,1,"Drop Out, La Sapienza University of Rome",False,1957-01-01
2588,Nancy Lerner,1.1,United States,"banking, credit cards",2524,60,"Cleveland, Ohio",United States,Married,5,"Doctor of Jurisprudence, Cleveland State University; Bachelor of Arts/Science, University of Cincinnati",False,1965-01-01
2589,Norma Lerner,1.1,United States,banking,2524,85,"Cleveland, Ohio",United States,Widowed,2,,False,1940-01-01
2590,Randolph Lerner,1.1,United States,"banking, credit cards",2524,59,"Cleveland, Ohio",United States,Married,4,"Bachelor of Arts/Science, Columbia University; LLB, Columbia University",False,1966-01-01
2591,Li Qiong,1.1,China,online games,2524,43,"Beijing, China",China,Divorced,0,"Master of Science, Tianjin University",True,1982-01-01
2592,Li Wenmei & family,1.1,China,medical equipment,2524,58,"Guangzhou, China",China,Married,0,"Master, Jilin University",True,1967-01-01
2593,Lim Hariyanto Wijaya Sarwono,1.1,Indonesia,"palm oil, nickel mining",2524,92,"Jakarta, Indonesia",Indonesia,Married,7,,True,1933-01-01
2594,Liu Shenghui,1.1,China,infant formula,2524,0,"Tianjin, China",China,,0,,True,0000-01-01
2595,Lou Boliang & family,1.1,United States,pharmaceuticals,2524,57,"Beijing, China",United States,Married,0,,True,1968-01-01
2596,Low Tuck Kwong,1.1,Indonesia,coal,2524,73,"Jakarta, Indonesia",Indonesia,Married,2,,True,1952-01-01
2597,Lu Weiding,1.1,China,diversified,2524,50,"Hangzhou, China",China,,0,,False,1975-01-01
2598,Lv Yongxiang,1.1,China,magnetic switches,2524,71,"Changchun, China",China,Married,0,,True,1954-01-01
2599,"Cargill MacMillan, III.",1.1,United States,Cargill,2524,61,"Boulder, Colorado",United States,,2,,False,1964-01-01
2600,John MacMillan,1.1,United States,Cargill,2524,71,"Plymouth, Minnesota",United States,,4,,False,1954-01-01
2601,Martha MacMillan,1.1,United States,Cargill,2524,69,"Orono, Minnesota",United States,Divorced,5,,False,1956-01-01
2602,William MacMillan,1.1,United States,Cargill,2524,66,"Englewood, Colorado",United States,,0,,False,1959-01-01
2603,Yasseen Mansour,1.1,Egypt,diversified,2524,59,"Cairo, Egypt",Egypt,Married,4,"Bachelor of Arts/Science, George Washington University",True,1966-01-01
2604,John Martin,1.1,United States,pharmaceuticals,2524,0,,United States,,2,,True,0000-01-01
2605,Carsten Maschmeyer,1.1,Germany,finance and investments,2524,61,"Munich, Germany",Germany,Married,2,,True,1964-01-01
2606,Bruce Mathieson,1.1,Australia,hotels,2524,77,"Gold Coast, Australia",Australia,Married,3,,True,1948-01-01
2607,John McConnell & family,1.1,United States,steel,2524,67,"Delaware, Ohio",United States,Married,3,,False,1958-01-01
2608,Takanori Nakamura,1.1,Japan,cloud software,2524,48,"Tokyo, Japan",Japan,,0,,True,1977-01-01
2609,Bruce Nordstrom,1.1,United States,Nordstrom department stores,2524,87,"Seattle, Washington",United States,Married,3,"Bachelor of Arts/Science, University of Washington",False,1938-01-01
2610,Madeleine Olsson Ericksson,1.1,Sweden,diversified,2524,76,"Gothenburg, Sweden",Sweden,Married,0,,False,1949-01-01
2611,Ou Xueming,1.1,China,real estate,2524,72,"Foshan, China",China,,0,,True,1953-01-01
2612,Mats Paulsson & family,1.1,Sweden,construction,2524,77,"Båstad, Sweden",Sweden,Married,0,,True,1948-01-01
2613,Peng Hao,1.1,China,electronics,2524,53,"Shenzhen, China",China,,0,,True,1972-01-01
2614,"Ricardo Po, Sr. & family",1.1,Philippines,canned food,2524,90,"Manila, Philippines",Philippines,Married,4,,True,1935-01-01
2615,Forrest Preston,1.1,United States,health care,2524,88,"Cleveland, Tennessee",United States,Widowed,0,Oregon State University; Walla Walla College,True,1937-01-01
2616,Enrico Preziosi,1.1,Italy,toys,2524,73,"Cogliate, Italy",Italy,,0,,True,1952-01-01
2617,Pu Shulin,1.1,China,TV shows,2524,65,"Nanjing, China",China,,0,,True,1960-01-01
2618,Qiu Lingyun,1.1,China,consumer technology,2524,45,"Shenzhen, China",China,,0,,True,1980-01-01
2619,Vera Rechulski Santo Domingo,1.1,Brazil,beer,2524,72,Bermuda,Brazil,Widowed,2,,False,1953-01-01
2620,M.Satyanarayana Reddy,1.1,India,pharmaceuticals,2524,63,"Hyderabad, India",India,Married,2,"Ph.D, Osmania University",True,1962-01-01
2621,Ruan Hongxian & family,1.1,China,pharmaceuticals,2524,54,"Kunming, China",China,Married,0,"Master of Business Administration, Macau University of Science and Technology",True,1971-01-01
2622,Chanchai Ruayrungruang,1.1,China,real estate,2524,67,"Beijing, China",China,,0,,True,1958-01-01
2623,Daisuke Sasaki,1.1,Japan,software,2524,40,"Tokyo, Japan",Japan,,0,"Bachelor of Commerce, Hitotsubashi University",True,1985-01-01
2624,Jack Schuler,1.1,United States,pharmaceuticals,2524,80,"Lake Bluff, Illinois",United States,Married,3,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, Tufts University",True,1945-01-01
2625,Neerja Sethi,1.1,United States,"IT consulting, outsourcing",2524,66,"Fisher Island, Florida",United States,Married,2,"Bachelor of Arts/Science, Delhi University; Master of Business Administration, Delhi University; Master of Science, Oakland University",True,1959-01-01
2626,Shin Dong-guk,1.1,South Korea,Pharmaceuticals,2524,71,"Seoul, South Korea",South Korea,Married,0,,True,1954-01-01
2627,Edgar Sia II,1.1,Philippines,fast food,2524,44,"Manila, Philippines",Philippines,Married,2,,True,1981-01-01
2628,Michael S. Smith,1.1,United States,liquefied natural gas,2524,65,"Miami Beach, Florida",United States,Married,2,"Drop Out, University of Colorado",True,1960-01-01
2629,Su Rubo,1.1,China,real estate,2524,66,"Foshan, China",China,,0,"Bachelor of Arts/Science, Jinan University; Bachelor of Arts/Science, Jinan University",True,1959-01-01
2630,Sun Xishuang,1.1,China,real estate,2524,67,"Beijing, China",China,,0,,True,1958-01-01
2631,Sehat Sutardja,1.1,United States,semiconductors,2524,59,"Las Vegas, Nevada",United States,Married,2,"Bachelor of Arts/Science, University of California, Berkeley",True,1966-01-01
2632,Susanto Suwarto,1.1,Indonesia,media,2524,65,"Jakarta, Indonesia",Indonesia,,0,"Bachelor of Electronics and Telecom Engineering, Trisakti University",True,1960-01-01
2633,Tan Eng Kee,1.1,Malaysia,factory equipment,2524,51,"Penang, Malaysia",Malaysia,Married,3,,True,1974-01-01
2634,Tan Yu Wei,1.1,Malaysia,retail,2524,48,"Selangor, Malaysia",Malaysia,,0,,False,1977-01-01
2635,Yoshikazu Tanaka,1.1,Japan,social network,2524,44,"Tokyo, Japan",Japan,Single,0,,True,1981-01-01
2636,Hary Tanoesoedibjo,1.1,Indonesia,media,2524,55,"Jakarta, Indonesia",Indonesia,Married,5,,True,1970-01-01
2637,Mehmet Sinan Tara,1.1,Turkey,construction,2524,62,"Istanbul, Turkey",Turkey,Married,3,"Master of Business Administration, Stanford University",False,1963-01-01
2638,Shirou Terashita,1.1,Japan,investor relations consulting,2524,62,"Tokyo, Japan",Japan,,0,"Bachelor of Business Administration, Aoyama Gakuin University",True,1963-01-01
2639,Carl Thoma,1.1,United States,investments,2524,72,"Chicago, Illinois",United States,Married,2,"Bachelor of Science, Oklahoma State University; Master of Business Administration, Stanford Business School",True,1953-01-01
2640,Tseng Sing-ai,1.1,Taiwan,petrochemicals,2524,0,Taiwan,Taiwan,,0,,False,0000-01-01
2641,Sunil Vachani,1.1,India,electronics,2524,52,"Delhi, India",India,Married,2,,True,1973-01-01
2642,Jan Van Geet,1.1,Belgium,real estate developer,2524,50,"Prague, Czechia",Belgium,,0,,True,1975-01-01
2643,Sekar Vembu,1.1,India,business software,2524,49,"Chennai, India",India,,0,"Bachelor of Technology, Indian Institute of Technology Madras (IIT Madras)",True,1976-01-01
2644,Wang Han,1.1,China,airline,2524,33,"Shanghai, China",China,,0,,False,1992-01-01
2645,Wang Jianliang,1.1,China,consumer technology,2524,45,"Shenzhen, China",China,,0,,True,1980-01-01
2646,Wang Kunxiao,1.1,China,oilfield equipment,2524,51,"Yantai, China",China,,0,,True,1974-01-01
2647,Wen Pengcheng & family,1.1,China,agribusiness,2524,58,"Yunfu, China",China,Married,0,,True,1967-01-01
2648,Wen Yibo & family,1.1,China,wastewater treatment,2524,55,"Beijing, China",China,Married,1,"Bachelor of Arts/Science, Lanzhou Railway College; Master of Science, Tsinghua University",True,1970-01-01
2649,Anne Werninghaus,1.1,Brazil,industrial machinery,2524,35,"Joinville, Brazil",Brazil,Married,2,,False,1990-01-01
2650,Dan Wilks,1.1,United States,natural gas,2524,64,"Cisco, Texas",United States,Married,6,"Diploma, High School",True,1961-01-01
2651,Wong Hei & family,1.1,China,conglomerate,2524,59,"Xiamen, China",China,,0,,False,1966-01-01
2652,Wong Hong King,1.1,China,real estate,2524,59,"Shenzhen, China",China,,0,,True,1966-01-01
2653,Wu Chung-yi,1.1,Taiwan,manufacturing,2524,65,"Chang Hwa County, Taiwan",Taiwan,,0,"University of California, Los Angeles",False,1960-01-01
2654,Wu Eddie Yongming,1.1,China,e-commerce,2524,46,"Hangzhou, China",China,,0,,True,1979-01-01
2655,Eugene Wu,1.1,Taiwan,finance,2524,76,"Taipei, Taiwan",Taiwan,Married,3,Waseda University,False,1949-01-01
2656,Wu Wei,1.1,China,education,2524,53,"Hefei, China",China,,0,,True,1972-01-01
2657,Xiao Guoqing,1.1,China,education,2524,52,"Hefei, China",China,,0,,True,1973-01-01
2658,George Yancopoulos,1.1,United States,pharmaceuticals,2524,61,"Yorktown Heights, New York",United States,Divorced,2,"Medical Doctor, Columbia University; Ph.D, Columbia University",True,1964-01-01
2659,Yao Lisheng,1.1,China,electronics,2524,0,"Wuxi, China",China,,0,"Master, Chinese Academy of Sciences; Bachelor of Arts/Science, Tsinghua University",True,0000-01-01
2660,Yu Faxiang,1.1,China,"tourism, cultural industry",2524,49,"Shaoxing, China",China,,0,,True,1976-01-01
2661,Yuan Jinhua,1.1,China,Manufacturing,2524,62,"Changsha, China",China,Married,0,"Bachelor of Arts/Science, Harbin Institute of Technology",True,1963-01-01
2662,Igor Yusufov,1.1,Russia,oil & gas,2524,64,"Moscow, Russia",Russia,Married,2,"Bachelor of Engineering, Novocherkassk Polytechnic Institute; Bachelor of Arts/Economics, Russian Foreign Trade Academy",True,1961-01-01
2663,Zan Shengda,1.1,China,diversified,2524,58,"Nantong, China",China,Married,0,"EMBA, Tsinghua University",True,1967-01-01
2664,Zeng Huansha,1.1,China,real estate,2524,53,"Hong Kong, Hong Kong",China,Married,0,,True,1972-01-01
2665,Zhang Xuewu,1.1,China,snacks,2524,46,"Changsha, China",China,,0,,True,1979-01-01
2666,Zhang Yuxiang & family,1.1,China,apparel,2524,56,"Shanghai, China",China,,0,,True,1969-01-01
2667,Zhao Tongtong,1.1,Canada,Hotels,2524,54,"Hong Kong, Hong Kong",Canada,,0,,True,1971-01-01
2668,Tony Zhao,1.1,China,software,2524,49,"Shanghai, China",China,,0,,True,1976-01-01
2669,Zhong Peifeng,1.1,United States,semiconductor,2524,58,"Beijing, China",United States,Married,0,,True,1967-01-01
2670,Zhou Ping & family,1.1,China,utilities,2524,58,"Shenzhen, China",China,,0,,True,1967-01-01
2671,Zhou Yahui,1.1,China,online games,2524,44,"Beijing, China",China,Divorced,0,,True,1981-01-01
2672,Boris Zingarevich,1.1,Russia,"pulp and paper, diversified",2524,61,"Saint Petersburg, Russia",Russia,Married,2,"Master of Science, Leningrad Technological Institute of Pulp and Paper Industry",True,1964-01-01
2673,Ahmet Nazif Zorlu,1.1,Turkey,diversified,2524,76,"Istanbul, Turkey",Turkey,Married,3,"Drop Out, High School",True,1949-01-01
2674,A. Jayson Adair,1.0,United States,damaged cars,2674,51,"Dallas, Texas",United States,Married,2,,True,1974-01-01
2675,Albert Avdolyan,1.0,Russia,"oil, mining",2674,50,"Moscow, Russia",Russia,Married,4,"Master of Laws, Irkutsk State University",True,1975-01-01
2676,Baiju Bhatt,1.0,United States,stock trading app,2674,36,"Palo Alto, California",United States,Married,1,"Bachelor of Science, Stanford University",True,1989-01-01
2677,"Wilbur 'Ed' Bosarge, Jr.",1.0,United States,high speed trading,2674,81,"Houston, Texas",United States,Engaged,2,"Ph.D, Brown University; Bachelor of Arts/Science, Georgia Tech",True,1944-01-01
2678,Ina Chan,1.0,Hong Kong,casinos,2674,67,"Hong Kong, Hong Kong",Hong Kong,Widowed,3,,False,1958-01-01
2679,Chang Byung-gyu,1.0,South Korea,Bluehole,2674,48,"Seoul, South Korea",South Korea,Married,0,"Bachelor of Arts/Science, KAIST; Master of Arts/Science, KAIST; Ph.D, KAIST",True,1977-01-01
2680,Chung Mong-joon,1.0,South Korea,"shipbuilding, industrial machines",2674,69,"Seoul, South Korea",South Korea,Married,4,"Ph.D, Johns Hopkins University; Master of Business Administration, Massachusetts Institute of Technology; Bachelor of Arts/Science, Seoul National University",False,1956-01-01
2681,Carmen Daurella Aguilera,1.0,Spain,Coca-Cola bottler,2674,0,"Barcelona, Spain",Spain,Separated,0,,False,0000-01-01
2682,GT Dave,1.0,United States,kombucha,2674,44,"Beverly Hills, California",United States,Engaged,0,,True,1981-01-01
2683,Mukand Lal Dua,1.0,India,footwear,2674,72,"Delhi, India",India,Married,3,,True,1953-01-01
2684,Ramesh Kumar Dua,1.0,India,footwear,2674,67,"Delhi, India",India,Married,3,,True,1958-01-01
2685,Jose Elias,1.0,Spain,wind power,2674,44,"Badalona, Spain",Spain,,3,"Bachelor of Science, Universitat  Politécnica de Catalunya, Barcelona",True,1981-01-01
2686,Larry Fink,1.0,United States,money management,2674,68,"New York, New York",United States,Married,3,"Master of Business Administration, Anderson School of Management; Bachelor of Arts/Science, University of California, Los Angeles",True,1957-01-01
2687,Horst-Otto Gerberding,1.0,Germany,flavors and fragrances,2674,68,"Holzminden, Germany",Germany,Married,3,,False,1957-01-01
2688,Gim Seong-gon,1.0,South Korea,renewable energy,2674,67,"Seoul, South Korea",South Korea,Married,0,"Bachelor of Arts/Science, Chung-Ang Univeristy",True,1958-01-01
2689,Gou Yiqun,1.0,China,restaurant,2674,48,"Beijing, China",China,,0,,True,1977-01-01
2690,Clelia Haji-Ioannou,1.0,Cyprus,EasyJet,2674,50,"Monte Carlo, Monaco",Cyprus,Divorced,2,,False,1975-01-01
2691,Hang Hong,1.0,China,machinery,2674,53,"Wuxi, China",China,Married,0,,True,1972-01-01
2692,Ronnen Harary,1.0,Canada,toys,2674,49,"Toronto, Canada",Canada,,0,"Bachelor of Arts/Science, Western University",True,1976-01-01
2693,David Harding,1.0,United Kingdom,finance,2674,59,"London, United Kingdom",United Kingdom,Married,0,"Master of Science, University of Cambridge",True,1966-01-01
2694,David Helgason,1.0,Iceland,game software,2674,43,"Copenhagen, Denmark",Iceland,,0,,True,1982-01-01
2695,Hou Jianbin,1.0,China,education,2674,39,"Beijing, China",China,,0,,True,1986-01-01
2696,Hur Young-in,1.0,South Korea,"bakeries, fast food",2674,71,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Economics, Kyung Hee University",False,1954-01-01
2697,Jiang Long,1.0,China,Manufacturing,2674,47,"Weifang, China",China,,0,"Master of Arts, Renmin University of China; Bachelor of Arts/Science, Tsinghua University; Ph.D, University of Maryland",True,1978-01-01
2698,Morris Kahn,1.0,Israel,software,2674,91,"Beit Yanay, Israel",Israel,Married,0,,True,1934-01-01
2699,Ashok Kajaria,1.0,India,tiles,2674,73,"Delhi, India",India,Married,2,"Bachelor of Science in Engineering, UCLA",True,1952-01-01
2700,T.S. Kalyanaraman,1.0,India,jewelry,2674,73,"Thrissur, India",India,Married,3,,True,1952-01-01
2701,Kim Kardashian West,1.0,United States,"cosmetics, reality TV",2674,40,"Hidden Hills, California",United States,Separated,4,,True,1985-01-01
2702,David Katzman,1.0,United States,teeth aligners,2674,61,"Nashville, Tennessee",United States,,0,"Bachelor of Arts/Science, Michigan State University",True,1964-01-01
2703,Bom Kim,1.0,United States,online retailing,2674,42,"Seoul, South Korea",United States,Married,1,"Bachelor of Arts/Science, Harvard University",True,1983-01-01
2704,Masatoshi Kumagai,1.0,Japan,internet services,2674,57,"Tokyo, Japan",Japan,Married,1,"Drop Out, Osgoode Hall Law School",True,1968-01-01
2705,Lev Kvetnoi,1.0,Russia,cement,2674,55,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture",True,1970-01-01
2706,Vladimir Leschikov,1.0,Russia,real estate,2674,64,"Moscow, Russia",Russia,Married,7,"Bachelor of Science, Dagestan State University",True,1961-01-01
2707,Li Yinan,1.0,China,Investments,2674,0,"Shenzhen, China",China,,0,,True,0000-01-01
2708,Liu Qingfeng,1.0,China,software,2674,48,"Hefei, China",China,,0,,True,1977-01-01
2709,Jose Llado Fernandez-Urrutia,1.0,Spain,construction,2674,87,"Madrid, Spain",Spain,Married,5,"Ph.D, Universidad Complutense de Madrid; Doctorate, University of Madras",True,1938-01-01
2710,Kenneth Lo,1.0,United Kingdom,textiles,2674,82,"Hong Kong, Hong Kong",United Kingdom,Married,4,,False,1943-01-01
2711,Ma Hong,1.0,China,machinery,2674,53,"Dongguan, China",China,Married,0,,True,1972-01-01
2712,Sergei Makhlai,1.0,Russia,fertilizers,2674,52,"Chapel Hill, North Carolina",Russia,Married,1,"Master of Science, Perm Polytechnical Institute",False,1973-01-01
2713,Rafique Malik,1.0,India,footwear,2674,70,"Mumbai, India",India,Married,5,,False,1955-01-01
2714,Mao Huihua,1.0,Canada,pharmaceuticals,2674,59,"Tianjin, China",Canada,,0,,True,1966-01-01
2715,Michael McCain,1.0,Canada,packaged meats,2674,0,,,,0,,,0000-01-01
2716,Mofatraj Munot,1.0,India,real estate,2674,76,"Mumbai, India",India,Widowed,3,,True,1949-01-01
2717,Vitaly Orlov,1.0,Russia,fisheries,2674,56,"Murmansk, Russia",Russia,Married,4,"Bachelor of Engineering, Murmansk Higher Marine Engineering School",True,1969-01-01
